emp_length_num,home_ownership,dti,purpose,term (in months),bad_loans
1,RENT,29.7,credit_card,36,0
1,MORTGAGE,30.54,debt_consolidation,60,0
9,MORTGAGE,21.94,debt_consolidation,60,0
11,RENT,21.88,debt_consolidation,60,0
1,MORTGAGE,10.68,debt_consolidation,36,0
3,RENT,14.14,debt_consolidation,36,0
6,MORTGAGE,15.8,debt_consolidation,36,0
8,RENT,18.53,credit_card,36,0
11,MORTGAGE,14.84,other,36,1
6,RENT,12.63,debt_consolidation,36,0
6,MORTGAGE,22.3,credit_card,36,0
11,MORTGAGE,20.34,debt_consolidation,60,0
11,MORTGAGE,18.79,debt_consolidation,60,1
11,RENT,15.79,debt_consolidation,36,0
3,RENT,27.83,debt_consolidation,60,1
11,RENT,20.18,debt_consolidation,36,1
6,MORTGAGE,10.1,credit_card,36,0
9,MORTGAGE,18.83,credit_card,36,0
11,RENT,21.06,other,36,0
8,RENT,15.88,small_business,36,0
10,RENT,21.02,debt_consolidation,36,1
11,MORTGAGE,11.99,debt_consolidation,36,0
1,RENT,13.2,credit_card,36,0
1,MORTGAGE,2.11,debt_consolidation,36,0
5,MORTGAGE,26.18,credit_card,36,1
9,MORTGAGE,10.13,debt_consolidation,60,0
11,MORTGAGE,16.54,debt_consolidation,60,0
3,RENT,19.38,other,36,1
7,RENT,16.02,debt_consolidation,36,0
1,MORTGAGE,25.29,home_improvement,36,1
5,MORTGAGE,12.82,debt_consolidation,36,0
9,MORTGAGE,18.59,debt_consolidation,36,0
6,RENT,11.34,debt_consolidation,60,1
9,MORTGAGE,6.81,home_improvement,60,0
6,MORTGAGE,0,other,60,0
9,RENT,10.45,debt_consolidation,36,0
11,RENT,12.78,debt_consolidation,36,0
5,RENT,20.35,other,36,0
11,MORTGAGE,15.72,credit_card,36,0
11,MORTGAGE,20.85,credit_card,36,0
6,RENT,10.95,debt_consolidation,36,1
7,MORTGAGE,5.37,house,36,0
11,RENT,4.88,car,36,1
5,MORTGAGE,10.39,home_improvement,60,0
11,MORTGAGE,12.58,credit_card,36,0
5,MORTGAGE,17.14,debt_consolidation,36,0
4,RENT,11.92,small_business,36,1
3,RENT,2.99,debt_consolidation,36,0
3,RENT,6.34,credit_card,36,0
4,RENT,4.37,debt_consolidation,36,0
11,RENT,16.42,debt_consolidation,36,1
11,MORTGAGE,24.21,debt_consolidation,36,1
2,RENT,10.89,debt_consolidation,36,0
3,RENT,21.77,debt_consolidation,36,1
11,MORTGAGE,20.26,major_purchase,36,0
7,MORTGAGE,15.49,wedding,36,0
9,RENT,16.88,car,36,1
11,MORTGAGE,6.47,other,36,0
8,RENT,14.93,major_purchase,36,0
4,OWN,16.68,debt_consolidation,60,0
1,RENT,17.48,credit_card,36,0
9,MORTGAGE,21.03,debt_consolidation,60,0
1,MORTGAGE,11.18,debt_consolidation,36,0
1,RENT,14.27,debt_consolidation,60,0
4,RENT,21.35,debt_consolidation,36,1
7,MORTGAGE,25.17,debt_consolidation,36,1
3,MORTGAGE,22.45,debt_consolidation,36,0
11,OWN,12.36,debt_consolidation,36,0
2,RENT,1.33,wedding,36,0
3,MORTGAGE,21.44,debt_consolidation,60,0
1,RENT,10.2,debt_consolidation,36,0
11,MORTGAGE,22.98,debt_consolidation,60,1
2,RENT,3.22,other,36,0
1,RENT,18.32,moving,36,0
11,MORTGAGE,16.61,home_improvement,36,1
4,RENT,19.18,debt_consolidation,36,0
7,RENT,18.06,small_business,60,0
11,OWN,22.15,other,36,1
3,RENT,7.92,moving,36,0
11,MORTGAGE,13.3,debt_consolidation,36,0
9,MORTGAGE,15.32,home_improvement,36,1
2,RENT,6.93,credit_card,60,0
10,RENT,18.82,credit_card,36,0
1,MORTGAGE,6.26,other,36,0
3,RENT,32.36,debt_consolidation,36,1
11,MORTGAGE,22.06,credit_card,36,0
11,RENT,16.24,debt_consolidation,36,0
11,MORTGAGE,28.63,credit_card,36,0
5,OWN,13.4,debt_consolidation,36,0
3,RENT,8.8,other,60,0
0,MORTGAGE,12.53,debt_consolidation,36,0
6,MORTGAGE,15.41,debt_consolidation,60,0
11,RENT,12.06,debt_consolidation,36,0
11,MORTGAGE,1.5,other,60,1
0,MORTGAGE,10.5,debt_consolidation,36,0
11,MORTGAGE,5.66,other,60,0
1,MORTGAGE,13.91,debt_consolidation,36,0
11,OWN,14.13,debt_consolidation,36,0
5,RENT,13.75,debt_consolidation,60,1
5,RENT,18.4,moving,36,0
3,RENT,20.69,debt_consolidation,36,0
1,RENT,8.85,debt_consolidation,36,0
4,MORTGAGE,4.9,small_business,36,0
9,MORTGAGE,14.65,debt_consolidation,60,0
6,RENT,21.97,debt_consolidation,36,0
7,MORTGAGE,17.49,credit_card,36,0
6,MORTGAGE,19.97,debt_consolidation,36,0
5,RENT,33.54,debt_consolidation,60,1
6,MORTGAGE,23.38,home_improvement,60,0
8,MORTGAGE,32.17,debt_consolidation,60,0
7,MORTGAGE,14.16,debt_consolidation,36,1
11,RENT,12.71,debt_consolidation,60,0
10,MORTGAGE,13.29,debt_consolidation,36,0
4,RENT,24.24,debt_consolidation,36,0
7,RENT,14.82,major_purchase,60,0
5,RENT,4.43,debt_consolidation,36,0
7,RENT,9.25,debt_consolidation,60,0
10,RENT,13.77,credit_card,36,0
5,OWN,13.79,debt_consolidation,36,0
1,MORTGAGE,20.43,debt_consolidation,60,0
2,RENT,17.97,other,60,1
10,MORTGAGE,24.14,credit_card,36,0
6,OWN,23.39,credit_card,36,0
1,RENT,4.48,credit_card,36,0
6,RENT,8.36,credit_card,36,0
9,MORTGAGE,10.78,credit_card,60,0
9,RENT,10.9,credit_card,36,0
5,OWN,6.89,credit_card,36,0
5,MORTGAGE,5.4,home_improvement,60,0
7,RENT,18.12,debt_consolidation,36,0
10,MORTGAGE,18.73,debt_consolidation,60,0
3,MORTGAGE,10.32,credit_card,36,0
4,OWN,7.71,debt_consolidation,36,0
2,MORTGAGE,16.74,other,36,0
3,MORTGAGE,3.1,wedding,36,0
2,MORTGAGE,6.26,debt_consolidation,36,0
11,MORTGAGE,5.52,debt_consolidation,36,0
10,MORTGAGE,22.58,credit_card,36,0
6,RENT,25.8,credit_card,36,0
5,RENT,32.57,credit_card,36,1
11,RENT,5.33,debt_consolidation,36,0
1,OWN,10.61,debt_consolidation,36,0
1,MORTGAGE,14.16,debt_consolidation,36,0
11,MORTGAGE,3.3,debt_consolidation,36,0
11,RENT,20.76,vacation,36,1
7,RENT,14.64,debt_consolidation,36,0
11,MORTGAGE,10.8,wedding,36,0
0,OWN,0.37,medical,36,0
3,RENT,15.72,major_purchase,36,0
11,MORTGAGE,23.46,credit_card,60,0
1,MORTGAGE,17.68,credit_card,36,0
11,MORTGAGE,17.26,debt_consolidation,36,0
4,MORTGAGE,15.14,debt_consolidation,36,0
5,RENT,2.31,credit_card,36,0
11,MORTGAGE,6.02,debt_consolidation,60,0
4,MORTGAGE,17.7,debt_consolidation,36,0
5,MORTGAGE,14.53,home_improvement,36,0
0,RENT,9.88,other,60,1
11,RENT,20.99,debt_consolidation,36,0
9,MORTGAGE,30.58,home_improvement,60,0
11,RENT,8.05,credit_card,36,1
2,MORTGAGE,1.56,home_improvement,36,0
11,MORTGAGE,19.1,credit_card,36,0
11,OWN,11.67,home_improvement,36,0
6,MORTGAGE,2.35,major_purchase,36,0
9,RENT,34.81,debt_consolidation,36,1
10,MORTGAGE,15.91,debt_consolidation,60,0
9,OWN,18.25,debt_consolidation,60,0
10,MORTGAGE,2.35,debt_consolidation,36,0
0,RENT,9,debt_consolidation,36,0
11,MORTGAGE,5.3,home_improvement,36,0
1,RENT,7.56,debt_consolidation,36,0
3,MORTGAGE,20.42,credit_card,36,1
2,RENT,18.35,credit_card,36,0
3,RENT,2.97,major_purchase,36,0
5,RENT,22.02,credit_card,36,1
10,MORTGAGE,20.08,credit_card,36,0
7,RENT,4.43,medical,36,0
5,RENT,8.72,small_business,36,0
9,MORTGAGE,20.14,credit_card,36,0
8,OWN,28.72,debt_consolidation,60,0
10,MORTGAGE,19.46,debt_consolidation,36,0
5,OWN,16.44,other,36,1
3,MORTGAGE,10.77,medical,60,1
9,MORTGAGE,14.41,home_improvement,36,0
0,RENT,8.88,credit_card,60,0
3,MORTGAGE,3.76,debt_consolidation,36,0
3,MORTGAGE,11.78,home_improvement,36,0
5,RENT,11.17,major_purchase,36,0
8,MORTGAGE,17.44,debt_consolidation,60,0
4,MORTGAGE,14.23,credit_card,36,0
3,MORTGAGE,18.39,debt_consolidation,36,0
6,RENT,25.67,debt_consolidation,36,0
10,MORTGAGE,9.72,debt_consolidation,36,0
1,RENT,15.45,debt_consolidation,60,1
8,OWN,5.44,major_purchase,36,0
7,RENT,9.17,major_purchase,36,0
11,MORTGAGE,10.95,debt_consolidation,60,1
3,RENT,19.21,other,36,0
9,RENT,12.04,debt_consolidation,36,0
11,MORTGAGE,23.37,debt_consolidation,60,0
7,RENT,15.5,debt_consolidation,36,0
0,RENT,33.21,debt_consolidation,60,0
8,MORTGAGE,11.32,debt_consolidation,36,0
11,MORTGAGE,8.1,debt_consolidation,36,0
3,MORTGAGE,20.5,home_improvement,36,0
6,MORTGAGE,7.94,debt_consolidation,36,1
11,MORTGAGE,18.84,debt_consolidation,60,1
8,OWN,13.22,debt_consolidation,36,0
2,MORTGAGE,6.01,credit_card,36,0
11,RENT,15.01,credit_card,36,0
3,RENT,16.56,credit_card,36,0
1,MORTGAGE,19.83,credit_card,36,0
2,RENT,13.88,credit_card,36,0
4,RENT,28.5,debt_consolidation,36,0
11,OWN,9.48,debt_consolidation,36,0
4,MORTGAGE,18.42,home_improvement,36,0
11,MORTGAGE,5.22,debt_consolidation,60,1
11,RENT,34.47,debt_consolidation,36,1
4,MORTGAGE,13.94,debt_consolidation,36,0
2,RENT,4.8,debt_consolidation,36,0
11,MORTGAGE,6.62,debt_consolidation,36,1
0,OWN,4.94,other,36,1
11,MORTGAGE,16.48,debt_consolidation,36,0
6,OWN,24.02,debt_consolidation,60,0
10,MORTGAGE,11.18,debt_consolidation,36,1
11,MORTGAGE,25.03,debt_consolidation,36,0
6,RENT,14.01,credit_card,36,0
3,RENT,33.71,debt_consolidation,36,1
2,RENT,21.95,other,36,0
3,RENT,19.41,debt_consolidation,60,0
11,MORTGAGE,30.93,debt_consolidation,36,0
11,MORTGAGE,15.74,debt_consolidation,36,0
3,RENT,4,debt_consolidation,36,0
1,RENT,19.79,debt_consolidation,60,0
11,OWN,11.2,debt_consolidation,36,0
2,MORTGAGE,13.23,debt_consolidation,36,0
1,MORTGAGE,10.39,debt_consolidation,60,0
9,MORTGAGE,27.52,debt_consolidation,36,0
2,RENT,20.17,debt_consolidation,36,1
11,MORTGAGE,19.15,credit_card,36,0
2,MORTGAGE,21.48,debt_consolidation,36,0
11,MORTGAGE,24.44,debt_consolidation,36,0
6,RENT,8.27,debt_consolidation,36,1
11,MORTGAGE,18,home_improvement,36,0
1,MORTGAGE,10.96,credit_card,36,0
1,RENT,3.74,major_purchase,36,0
3,OWN,13.64,debt_consolidation,36,0
8,RENT,7.97,credit_card,36,0
11,MORTGAGE,2.06,debt_consolidation,36,0
11,MORTGAGE,20.79,debt_consolidation,36,0
6,OWN,2.62,home_improvement,36,0
11,MORTGAGE,3.1,debt_consolidation,36,0
2,OWN,12.34,debt_consolidation,36,0
10,MORTGAGE,10.72,major_purchase,36,0
1,RENT,10.65,debt_consolidation,36,0
11,MORTGAGE,15.72,debt_consolidation,60,1
11,MORTGAGE,11.34,debt_consolidation,36,0
7,RENT,17.12,credit_card,36,0
11,OWN,21.46,debt_consolidation,36,0
5,RENT,22.96,credit_card,36,0
11,MORTGAGE,16.1,debt_consolidation,36,0
11,MORTGAGE,20.79,debt_consolidation,36,0
4,RENT,18.56,debt_consolidation,60,1
1,RENT,9.73,debt_consolidation,36,0
2,MORTGAGE,23.11,credit_card,36,0
1,RENT,14.62,debt_consolidation,36,0
1,RENT,7.55,credit_card,36,0
4,MORTGAGE,21.07,home_improvement,60,0
2,MORTGAGE,3.15,debt_consolidation,36,0
6,MORTGAGE,2.83,debt_consolidation,36,0
11,RENT,9.62,debt_consolidation,60,1
11,MORTGAGE,30.6,debt_consolidation,60,1
7,MORTGAGE,7.84,other,36,0
0,MORTGAGE,24.14,credit_card,36,0
11,RENT,12.19,credit_card,36,0
11,MORTGAGE,10.74,debt_consolidation,36,0
11,MORTGAGE,11.74,credit_card,36,0
11,MORTGAGE,20.06,credit_card,36,0
3,MORTGAGE,10.56,credit_card,36,0
11,MORTGAGE,23.56,debt_consolidation,60,0
3,RENT,22.92,other,36,1
7,RENT,19.03,debt_consolidation,36,0
11,MORTGAGE,6.98,debt_consolidation,36,0
4,MORTGAGE,22.73,other,36,0
7,RENT,19,debt_consolidation,36,0
1,MORTGAGE,19.98,debt_consolidation,36,0
11,MORTGAGE,18.72,debt_consolidation,36,0
11,MORTGAGE,19.62,debt_consolidation,60,0
7,RENT,15.97,debt_consolidation,36,1
11,MORTGAGE,13.78,credit_card,60,1
11,OWN,22.48,wedding,60,1
7,RENT,17.66,major_purchase,36,0
3,RENT,21.03,debt_consolidation,36,0
9,RENT,20.81,debt_consolidation,60,0
3,MORTGAGE,11.29,debt_consolidation,36,0
2,RENT,20.03,medical,36,1
3,RENT,21.89,car,36,0
11,MORTGAGE,24.19,house,36,1
3,MORTGAGE,7.46,home_improvement,36,0
11,OWN,1.74,credit_card,36,0
1,OWN,17.64,debt_consolidation,36,0
11,MORTGAGE,17.45,other,60,0
3,MORTGAGE,23.9,wedding,36,0
8,MORTGAGE,22.87,credit_card,60,0
3,OWN,5.74,debt_consolidation,36,0
2,MORTGAGE,12.05,home_improvement,36,0
4,RENT,20.94,house,36,0
11,MORTGAGE,5.29,home_improvement,60,0
10,RENT,1.01,medical,36,0
11,MORTGAGE,11.32,debt_consolidation,36,0
6,RENT,26.73,credit_card,36,1
1,RENT,15.65,debt_consolidation,36,0
1,RENT,11.82,debt_consolidation,60,1
5,RENT,17.09,debt_consolidation,36,0
11,OWN,8.13,credit_card,36,0
11,MORTGAGE,14.05,home_improvement,36,0
4,MORTGAGE,21.75,credit_card,36,0
11,RENT,23.98,debt_consolidation,36,1
11,RENT,20.77,debt_consolidation,60,1
9,RENT,10.76,debt_consolidation,36,0
10,MORTGAGE,13.32,other,36,0
3,OWN,23.13,credit_card,36,1
5,MORTGAGE,18.47,debt_consolidation,60,0
8,OWN,6.7,credit_card,36,0
11,MORTGAGE,21.85,debt_consolidation,60,1
10,MORTGAGE,6.14,credit_card,60,0
2,MORTGAGE,14.61,debt_consolidation,36,0
6,MORTGAGE,19.23,debt_consolidation,36,0
7,RENT,24.59,debt_consolidation,36,0
7,RENT,7,debt_consolidation,36,0
2,RENT,20.74,debt_consolidation,36,0
11,MORTGAGE,15.35,other,36,0
11,MORTGAGE,4.26,debt_consolidation,60,1
11,MORTGAGE,5.31,home_improvement,60,1
11,RENT,6.39,debt_consolidation,36,0
6,RENT,24.31,debt_consolidation,36,1
8,RENT,21.17,car,36,0
6,MORTGAGE,10.38,debt_consolidation,60,0
4,RENT,15.02,debt_consolidation,36,1
4,MORTGAGE,10.09,small_business,36,0
1,RENT,17.11,debt_consolidation,36,0
11,OWN,13.16,credit_card,36,0
11,RENT,14.14,other,36,0
2,MORTGAGE,24.37,debt_consolidation,36,0
8,MORTGAGE,31.23,debt_consolidation,36,1
11,RENT,12.01,debt_consolidation,60,1
0,MORTGAGE,17.68,credit_card,36,0
6,MORTGAGE,20.56,debt_consolidation,36,0
8,RENT,12.29,debt_consolidation,36,0
6,RENT,17,credit_card,36,1
6,RENT,12.62,debt_consolidation,36,0
11,MORTGAGE,10.39,credit_card,60,0
11,RENT,13.86,debt_consolidation,36,1
3,MORTGAGE,18.37,debt_consolidation,36,0
10,RENT,20.64,debt_consolidation,36,0
3,MORTGAGE,14.57,car,60,0
11,RENT,20.83,credit_card,60,1
1,RENT,18.04,debt_consolidation,36,0
11,MORTGAGE,4.51,debt_consolidation,36,0
2,RENT,9.88,debt_consolidation,36,0
9,RENT,16.04,debt_consolidation,36,0
11,RENT,17.54,credit_card,36,1
6,RENT,3.71,other,36,1
1,MORTGAGE,21.99,debt_consolidation,36,0
3,MORTGAGE,9.86,debt_consolidation,60,0
3,RENT,19.25,debt_consolidation,36,0
3,RENT,8.47,car,36,0
11,RENT,6.16,debt_consolidation,36,0
11,MORTGAGE,14.6,credit_card,60,0
8,RENT,2.22,debt_consolidation,36,0
4,RENT,2.87,debt_consolidation,36,0
8,MORTGAGE,11.45,debt_consolidation,36,0
2,RENT,10.9,other,36,1
11,OWN,25.22,other,36,1
3,RENT,11.23,debt_consolidation,36,0
4,RENT,23.78,other,36,1
3,MORTGAGE,14.49,debt_consolidation,36,0
1,RENT,11.82,credit_card,60,0
11,RENT,23.94,debt_consolidation,36,0
7,MORTGAGE,10.72,debt_consolidation,36,0
9,MORTGAGE,23.72,debt_consolidation,60,1
3,RENT,24.75,debt_consolidation,36,0
8,MORTGAGE,19.27,debt_consolidation,36,0
7,RENT,9.78,credit_card,36,1
8,RENT,11.4,other,36,0
3,RENT,21.6,debt_consolidation,36,0
11,MORTGAGE,0.58,small_business,36,0
2,OWN,5.52,other,36,0
3,MORTGAGE,21.96,debt_consolidation,36,0
11,RENT,20.09,home_improvement,36,0
9,MORTGAGE,12.56,debt_consolidation,36,1
11,MORTGAGE,7.07,debt_consolidation,36,0
4,RENT,4.88,debt_consolidation,36,0
11,RENT,14.8,debt_consolidation,60,0
1,MORTGAGE,6.77,credit_card,36,0
0,MORTGAGE,14.9,debt_consolidation,36,0
10,RENT,26.6,credit_card,36,0
11,RENT,11.32,debt_consolidation,36,1
7,MORTGAGE,10.15,other,36,0
11,RENT,4.43,other,36,0
0,MORTGAGE,23.78,debt_consolidation,36,0
9,RENT,8.11,credit_card,36,0
11,RENT,15.77,debt_consolidation,36,0
11,RENT,17.25,debt_consolidation,60,1
1,RENT,2.86,small_business,36,1
11,MORTGAGE,13.33,debt_consolidation,60,0
0,RENT,27.57,credit_card,36,1
11,RENT,2.73,credit_card,36,0
7,RENT,15.59,credit_card,36,0
8,RENT,6.31,credit_card,36,0
6,MORTGAGE,20.57,debt_consolidation,36,0
9,RENT,20.56,home_improvement,36,0
8,MORTGAGE,7.27,debt_consolidation,36,0
4,RENT,18.57,debt_consolidation,60,1
6,RENT,17.73,debt_consolidation,36,0
5,OWN,4.4,vacation,36,0
6,RENT,9.32,debt_consolidation,36,0
8,MORTGAGE,21.36,debt_consolidation,60,0
2,RENT,26.89,debt_consolidation,60,1
1,RENT,17.58,credit_card,36,1
9,MORTGAGE,16.91,debt_consolidation,36,0
11,RENT,7.8,debt_consolidation,36,1
7,MORTGAGE,3.07,home_improvement,36,0
9,MORTGAGE,20.32,debt_consolidation,36,1
5,RENT,7.98,small_business,36,1
11,MORTGAGE,15.39,home_improvement,36,0
3,MORTGAGE,17.82,debt_consolidation,36,0
11,RENT,25.88,debt_consolidation,36,1
11,MORTGAGE,10.42,debt_consolidation,60,0
1,RENT,6.1,major_purchase,60,0
6,MORTGAGE,32.38,debt_consolidation,36,1
0,MORTGAGE,20.35,debt_consolidation,36,0
4,RENT,17.53,other,36,0
11,MORTGAGE,33.05,debt_consolidation,60,0
11,MORTGAGE,10.23,debt_consolidation,36,0
6,RENT,14.64,debt_consolidation,36,0
9,MORTGAGE,20.29,credit_card,60,0
0,MORTGAGE,17.31,debt_consolidation,60,1
11,OWN,8.38,other,36,0
11,MORTGAGE,13.22,debt_consolidation,36,1
10,MORTGAGE,15.19,debt_consolidation,36,0
3,OWN,19.63,debt_consolidation,36,0
11,MORTGAGE,8.37,home_improvement,36,0
11,MORTGAGE,7.59,debt_consolidation,36,0
11,MORTGAGE,15.28,home_improvement,36,0
11,RENT,24.35,credit_card,60,0
4,MORTGAGE,29.54,debt_consolidation,36,0
11,RENT,2.5,car,36,0
11,RENT,28.38,debt_consolidation,36,1
2,OWN,5.25,debt_consolidation,36,0
0,RENT,5.37,credit_card,60,0
4,RENT,19.99,debt_consolidation,36,1
9,MORTGAGE,14.58,debt_consolidation,60,0
4,RENT,11.49,debt_consolidation,36,0
8,RENT,2.04,debt_consolidation,36,0
11,MORTGAGE,5.54,home_improvement,36,0
7,MORTGAGE,12.15,credit_card,36,0
4,RENT,16.81,debt_consolidation,36,1
9,MORTGAGE,17.96,debt_consolidation,36,0
3,MORTGAGE,4.03,home_improvement,60,1
2,RENT,15.88,credit_card,36,0
7,MORTGAGE,16.05,debt_consolidation,60,1
1,RENT,7.06,debt_consolidation,36,0
7,MORTGAGE,13.35,debt_consolidation,36,1
9,RENT,10.01,major_purchase,36,0
10,MORTGAGE,5.23,credit_card,36,1
11,MORTGAGE,3.62,home_improvement,36,0
3,MORTGAGE,23.95,other,36,0
1,RENT,24.32,debt_consolidation,36,0
4,RENT,12.34,credit_card,36,0
11,RENT,21.17,credit_card,36,1
1,RENT,12.24,credit_card,36,0
1,RENT,19.62,credit_card,36,0
11,MORTGAGE,22.42,debt_consolidation,36,0
2,RENT,8.55,major_purchase,36,0
11,MORTGAGE,24.71,other,36,1
1,OWN,10.95,credit_card,36,0
11,MORTGAGE,25.69,debt_consolidation,60,0
1,MORTGAGE,6.1,credit_card,36,0
5,RENT,18.66,home_improvement,36,0
4,MORTGAGE,14.4,debt_consolidation,60,1
5,MORTGAGE,16.57,debt_consolidation,36,0
4,MORTGAGE,20.5,debt_consolidation,60,0
10,MORTGAGE,11.09,credit_card,60,0
5,MORTGAGE,18.57,debt_consolidation,60,0
1,RENT,14.2,major_purchase,36,0
11,RENT,10.77,debt_consolidation,36,0
11,RENT,10.51,debt_consolidation,36,1
11,MORTGAGE,4.83,home_improvement,60,0
11,MORTGAGE,8.33,credit_card,36,0
7,MORTGAGE,15.35,debt_consolidation,36,0
11,MORTGAGE,1.34,credit_card,36,0
1,RENT,20.01,debt_consolidation,36,0
1,RENT,28.76,debt_consolidation,36,0
2,RENT,15.68,debt_consolidation,60,0
11,MORTGAGE,22.38,debt_consolidation,36,0
11,RENT,26.58,debt_consolidation,36,0
4,RENT,26.47,credit_card,36,0
3,RENT,20.08,debt_consolidation,36,1
11,MORTGAGE,21.58,credit_card,36,0
11,OWN,6.83,debt_consolidation,60,0
11,MORTGAGE,3.67,credit_card,36,0
0,RENT,15.84,credit_card,36,0
7,MORTGAGE,8.88,debt_consolidation,36,0
6,MORTGAGE,17.86,credit_card,36,0
2,RENT,13.54,debt_consolidation,36,0
6,RENT,10.32,debt_consolidation,36,0
9,MORTGAGE,8.45,credit_card,60,0
1,RENT,1.55,debt_consolidation,36,0
11,MORTGAGE,23.26,debt_consolidation,60,0
11,MORTGAGE,2.5,debt_consolidation,36,0
11,OWN,13.89,home_improvement,36,0
2,RENT,14.2,other,36,0
0,RENT,14.82,major_purchase,36,1
2,MORTGAGE,22.21,debt_consolidation,36,0
9,RENT,14.43,debt_consolidation,36,1
11,RENT,19.75,debt_consolidation,36,0
1,RENT,11.93,moving,36,0
11,MORTGAGE,5.05,home_improvement,36,0
1,RENT,7.09,debt_consolidation,36,0
11,RENT,23.1,debt_consolidation,60,1
1,MORTGAGE,13.72,home_improvement,36,0
9,MORTGAGE,7.2,credit_card,36,0
9,OWN,13.88,debt_consolidation,60,0
6,MORTGAGE,23.44,other,36,0
4,MORTGAGE,16.67,credit_card,36,0
3,MORTGAGE,24.73,debt_consolidation,36,0
3,MORTGAGE,16.32,debt_consolidation,36,0
6,MORTGAGE,2.64,debt_consolidation,36,0
6,MORTGAGE,9.38,credit_card,36,0
7,MORTGAGE,28.8,debt_consolidation,36,0
3,RENT,26.45,major_purchase,60,1
3,MORTGAGE,12.35,debt_consolidation,36,0
8,MORTGAGE,3.73,debt_consolidation,36,0
11,MORTGAGE,28.85,major_purchase,60,1
11,MORTGAGE,9.11,credit_card,36,0
7,RENT,29.73,credit_card,36,1
7,MORTGAGE,12.07,debt_consolidation,36,0
11,OWN,12.45,credit_card,36,0
8,RENT,18.01,debt_consolidation,36,0
11,MORTGAGE,26.08,debt_consolidation,36,0
1,RENT,6.19,credit_card,36,0
5,RENT,19.82,debt_consolidation,36,1
9,RENT,17.68,debt_consolidation,36,0
1,RENT,24.96,debt_consolidation,36,1
0,OWN,17.11,debt_consolidation,36,1
6,RENT,4.36,small_business,60,0
4,RENT,1.25,debt_consolidation,36,0
6,MORTGAGE,17.21,car,36,0
3,MORTGAGE,28.59,debt_consolidation,36,0
5,MORTGAGE,11.64,debt_consolidation,60,0
8,MORTGAGE,19.17,credit_card,60,0
5,RENT,10.6,credit_card,36,1
4,MORTGAGE,23.06,debt_consolidation,36,0
8,MORTGAGE,13.87,debt_consolidation,60,0
1,MORTGAGE,3.55,home_improvement,36,0
0,MORTGAGE,13.32,small_business,60,0
2,MORTGAGE,13.39,debt_consolidation,36,0
7,RENT,20.52,debt_consolidation,36,0
6,RENT,5.23,debt_consolidation,36,0
3,MORTGAGE,23.03,credit_card,36,0
11,OWN,27.26,debt_consolidation,60,0
3,RENT,22.62,credit_card,36,0
10,OWN,21.35,debt_consolidation,60,0
9,MORTGAGE,13.55,medical,36,0
4,MORTGAGE,24.7,major_purchase,36,1
8,RENT,13.05,debt_consolidation,36,0
2,RENT,17.68,home_improvement,36,0
4,RENT,26.83,credit_card,36,0
11,MORTGAGE,20.01,credit_card,36,0
11,OWN,5.57,debt_consolidation,60,0
2,MORTGAGE,9.33,debt_consolidation,36,0
11,RENT,2.91,wedding,36,0
11,MORTGAGE,16.97,major_purchase,36,0
3,RENT,20.16,other,36,0
0,OWN,18.24,house,36,1
4,RENT,26.44,medical,36,0
11,RENT,21.11,debt_consolidation,36,0
6,MORTGAGE,21.1,debt_consolidation,36,0
7,RENT,14.62,debt_consolidation,36,0
11,RENT,34.8,debt_consolidation,60,1
3,MORTGAGE,26.53,debt_consolidation,36,0
0,MORTGAGE,29.81,credit_card,36,0
11,OWN,18.47,debt_consolidation,60,1
5,MORTGAGE,17.88,debt_consolidation,36,0
11,OWN,7.58,credit_card,60,0
11,MORTGAGE,12.65,debt_consolidation,60,0
11,OWN,6.53,debt_consolidation,36,0
11,MORTGAGE,2.32,medical,36,0
6,RENT,13.47,credit_card,36,1
11,MORTGAGE,2.84,other,36,0
1,MORTGAGE,9.03,debt_consolidation,36,0
11,MORTGAGE,23.94,credit_card,60,0
2,RENT,7.05,credit_card,36,0
9,MORTGAGE,21.99,debt_consolidation,60,0
7,RENT,15.21,debt_consolidation,36,0
10,RENT,2.55,other,36,0
11,MORTGAGE,22.66,debt_consolidation,36,1
11,OWN,6.2,debt_consolidation,36,0
8,RENT,19.27,credit_card,36,1
4,MORTGAGE,33.74,credit_card,60,1
4,MORTGAGE,15.81,credit_card,60,0
2,MORTGAGE,15.33,debt_consolidation,36,0
11,MORTGAGE,12.94,other,36,0
1,MORTGAGE,8.89,credit_card,60,0
6,RENT,7.56,medical,36,0
6,MORTGAGE,11.76,debt_consolidation,36,0
11,MORTGAGE,15.81,credit_card,36,0
4,MORTGAGE,24.42,debt_consolidation,60,0
8,MORTGAGE,20.26,debt_consolidation,60,0
8,RENT,21.87,small_business,36,0
11,RENT,9.18,debt_consolidation,36,1
7,RENT,31.57,debt_consolidation,36,0
1,RENT,15.5,moving,36,0
4,MORTGAGE,8.93,credit_card,36,0
0,OWN,15.32,debt_consolidation,36,0
10,MORTGAGE,24.56,debt_consolidation,60,1
7,MORTGAGE,26.53,debt_consolidation,36,0
5,RENT,20.4,wedding,36,0
0,MORTGAGE,7.81,debt_consolidation,60,0
0,RENT,10.42,debt_consolidation,36,0
9,RENT,2.2,medical,36,1
11,MORTGAGE,1.37,home_improvement,60,0
0,RENT,10.69,other,36,0
6,MORTGAGE,10.53,credit_card,36,0
